,Financial Year,Quarter Ending,Quarter,County,City,County_City,key,GDP
23,2017,06/30/2017,4,42,299,42_299,6302017299,1873045.0
24,2018,09/30/2017,1,42,299,42_299,9302017299,1932183.0
25,2018,12/31/2017,2,42,299,42_299,12312017299,2301540.0
26,2018,03/31/2018,3,42,299,42_299,3312018299,2206634.0
27,2018,06/30/2018,4,42,299,42_299,6302018299,1813294.0
28,2019,09/30/2018,1,42,299,42_299,9302018299,1835690.0
29,2019,12/31/2018,2,42,299,42_299,12312018299,2199088.0
30,2019,03/31/2019,3,42,299,42_299,3312019299,2044274.0
31,2019,06/30/2019,4,42,299,42_299,6302019299,1785698.0
32,2020,09/30/2019,1,42,299,42_299,9302019299,1894801.0
33,2020,12/31/2019,2,42,299,42_299,12312019299,2210590.0
34,2020,03/31/2020,3,42,299,42_299,3312020299,2024718.0
35,2020,06/30/2020,4,42,299,42_299,6302020299,1775753.0
36,2021,09/30/2020,1,42,299,42_299,9302020299,1971526.0
37,2021,12/31/2020,2,42,299,42_299,12312020299,2216227.0
38,2021,03/31/2021,3,42,299,42_299,3312021299,2142766.0
39,2021,06/30/2021,4,42,299,42_299,6302021299,1747984.0
40,2022,09/30/2021,1,42,299,42_299,9302021299,1872420.0
41,2022,12/31/2021,2,42,299,42_299,12312021299,2105009.0
42,2022,03/31/2022,3,42,299,42_299,3312022299,2095994.0
43,2022,06/30/2022,4,42,299,42_299,6302022299,1722741.0
0,2012,09/30/2011,1,42,354,42_354,9302011354,3089935.76
1,2012,12/31/2011,2,42,354,42_354,12312011354,3664086.0
2,2012,03/31/2012,3,42,354,42_354,3312012354,3238813.0
3,2012,06/30/2012,4,42,354,42_354,6302012354,2451358.0
4,2013,09/30/2012,1,42,354,42_354,9302012354,3769632.0
5,2013,12/31/2012,2,42,354,42_354,12312012354,3477289.0
6,2013,03/31/2013,3,42,354,42_354,3312013354,1920338.0
7,2013,06/30/2013,4,42,354,42_354,6302013354,1784172.0
8,2014,09/30/2013,1,42,354,42_354,9302013354,2343312.0
9,2014,12/31/2013,2,42,354,42_354,12312013354,1885719.0
10,2014,03/31/2014,3,42,354,42_354,3312014354,2201690.0
11,2014,06/30/2014,4,42,354,42_354,6302014354,1833640.0
12,2015,09/30/2014,1,42,354,42_354,9302014354,2037063.0
13,2015,12/31/2014,2,42,354,42_354,12312014354,2468408.0
14,2015,03/31/2015,3,42,354,42_354,3312015354,1888181.0
15,2015,06/30/2015,4,42,354,42_354,6302015354,1974665.0
16,2016,09/30/2015,1,42,354,42_354,9302015354,3038623.0
17,2016,12/31/2015,2,42,354,42_354,12312015354,3249757.0
18,2016,03/31/2016,3,42,354,42_354,3312016354,2779966.0
19,2016,06/30/2016,4,42,354,42_354,6302016354,2126249.0
20,2016,09/30/2016,1,42,354,42_354,9302016354,2324950.0
21,2016,12/31/2016,2,42,354,42_354,12312016354,2479470.0
22,2017,03/31/2017,3,42,354,42_354,3312017354,2369090.0
23,2017,06/30/2017,4,42,354,42_354,6302017354,1679232.0
24,2018,09/30/2017,1,42,354,42_354,9302017354,2190962.0
25,2018,12/31/2017,2,42,354,42_354,12312017354,2398982.0
26,2018,03/31/2018,3,42,354,42_354,3312018354,2226531.0
27,2018,06/30/2018,4,42,354,42_354,6302018354,1950144.0
28,2019,09/30/2018,1,42,354,42_354,9302018354,2253403.0
29,2019,12/31/2018,2,42,354,42_354,12312018354,2469446.0
30,2019,03/31/2019,3,42,354,42_354,3312019354,2280209.0
31,2019,06/30/2019,4,42,354,42_354,6302019354,1822893.0
32,2020,09/30/2019,1,42,354,42_354,9302019354,2307494.0
33,2020,12/31/2019,2,42,354,42_354,12312019354,2394854.0
34,2020,03/31/2020,3,42,354,42_354,3312020354,2094705.0
35,2020,06/30/2020,4,42,354,42_354,6302020354,1747202.0
36,2021,09/30/2020,1,42,354,42_354,9302020354,2047140.0
37,2021,12/31/2020,2,42,354,42_354,12312020354,2022777.0
38,2021,03/31/2021,3,42,354,42_354,3312021354,1997043.0
39,2021,06/30/2021,4,42,354,42_354,6302021354,1994867.0
40,2022,09/30/2021,1,42,354,42_354,9302021354,2800389.0
41,2022,12/31/2021,2,42,354,42_354,12312021354,2071602.0
42,2022,03/31/2022,3,42,354,42_354,3312022354,1902893.0
43,2022,06/30/2022,4,42,354,42_354,6302022354,1577647.0
0,2012,09/30/2011,1,42,355,42_355,9302011355,6540353.34
1,2012,12/31/2011,2,42,355,42_355,12312011355,6842228.0
2,2012,03/31/2012,3,42,355,42_355,3312012355,7195883.0
3,2012,06/30/2012,4,42,355,42_355,6302012355,5702109.0
4,2013,09/30/2012,1,42,355,42_355,9302012355,6610939.0
5,2013,12/31/2012,2,42,355,42_355,12312012355,7340219.0
6,2013,03/31/2013,3,42,355,42_355,3312013355,6704593.0
7,2013,06/30/2013,4,42,355,42_355,6302013355,5238375.0
8,2014,09/30/2013,1,42,355,42_355,9302013355,6310991.0
9,2014,12/31/2013,2,42,355,42_355,12312013355,6689813.0
10,2014,03/31/2014,3,42,355,42_355,3312014355,5726417.0
11,2014,06/30/2014,4,42,355,42_355,6302014355,4905594.0
12,2015,09/30/2014,1,42,355,42_355,9302014355,5004940.0
13,2015,12/31/2014,2,42,355,42_355,12312014355,5098121.0
14,2015,03/31/2015,3,42,355,42_355,3312015355,4856173.0
15,2015,06/30/2015,4,42,355,42_355,6302015355,4279812.0
16,2016,09/30/2015,1,42,355,42_355,9302015355,4353950.0
17,2016,12/31/2015,2,42,355,42_355,12312015355,4558618.0
18,2016,03/31/2016,3,42,355,42_355,3312016355,4369515.0
19,2016,06/30/2016,4,42,355,42_355,6302016355,4319027.0
20,2016,09/30/2016,1,42,355,42_355,9302016355,4894108.0
21,2016,12/31/2016,2,42,355,42_355,12312016355,4893895.0
22,2017,03/31/2017,3,42,355,42_355,3312017355,5021557.0
23,2017,06/30/2017,4,42,355,42_355,6302017355,4274784.0
24,2018,09/30/2017,1,42,355,42_355,9302017355,4711935.0
25,2018,12/31/2017,2,42,355,42_355,12312017355,5511194.0
26,2018,03/31/2018,3,42,355,42_355,3312018355,4566103.0
27,2018,06/30/2018,4,42,355,42_355,6302018355,4073557.0
28,2019,09/30/2018,1,42,355,42_355,9302018355,4454307.0
29,2019,12/31/2018,2,42,355,42_355,12312018355,5445469.0
30,2019,03/31/2019,3,42,355,42_355,3312019355,5190461.0
31,2019,06/30/2019,4,42,355,42_355,6302019355,4556452.0
32,2020,09/30/2019,1,42,355,42_355,9302019355,4929511.0
33,2020,12/31/2019,2,42,355,42_355,12312019355,4900585.0
34,2020,03/31/2020,3,42,355,42_355,3312020355,4892617.0
35,2020,06/30/2020,4,42,355,42_355,6302020355,4240226.0
36,2021,09/30/2020,1,42,355,42_355,9302020355,4837511.0
37,2021,12/31/2020,2,42,355,42_355,12312020355,5302656.0
38,2021,03/31/2021,3,42,355,42_355,3312021355,4853698.0
39,2021,06/30/2021,4,42,355,42_355,6302021355,4226874.0
40,2022,09/30/2021,1,42,355,42_355,9302021355,4196726.0
41,2022,12/31/2021,2,42,355,42_355,12312021355,4835702.0
42,2022,03/31/2022,3,42,355,42_355,3312022355,4314273.0
43,2022,06/30/2022,4,42,355,42_355,6302022355,4029244.0
0,2012,09/30/2011,1,42,356,42_356,9302011356,5888429.28
1,2012,12/31/2011,2,42,356,42_356,12312011356,7763247.0
2,2012,03/31/2012,3,42,356,42_356,3312012356,5442228.0
3,2012,06/30/2012,4,42,356,42_356,6302012356,3792216.0
4,2013,09/30/2012,1,42,356,42_356,9302012356,5478426.0
5,2013,12/31/2012,2,42,356,42_356,12312012356,5329682.0
6,2013,03/31/2013,3,42,356,42_356,3312013356,3703208.0
7,2013,06/30/2013,4,42,356,42_356,6302013356,3240768.0
8,2014,09/30/2013,1,42,356,42_356,9302013356,3355977.0
9,2014,12/31/2013,2,42,356,42_356,12312013356,3477700.0
10,2014,03/31/2014,3,42,356,42_356,3312014356,3695750.0
11,2014,06/30/2014,4,42,356,42_356,6302014356,2573682.0
12,2015,09/30/2014,1,42,356,42_356,9302014356,3125613.0
13,2015,12/31/2014,2,42,356,42_356,12312014356,4654117.0
14,2015,03/31/2015,3,42,356,42_356,3312015356,2849903.0
15,2015,06/30/2015,4,42,356,42_356,6302015356,2376139.0
16,2016,09/30/2015,1,42,356,42_356,9302015356,4178937.0
17,2016,12/31/2015,2,42,356,42_356,12312015356,3221583.0
18,2016,03/31/2016,3,42,356,42_356,3312016356,4357252.0
19,2016,06/30/2016,4,42,356,42_356,6302016356,2485298.0
20,2016,09/30/2016,1,42,356,42_356,9302016356,3341343.0
21,2016,12/31/2016,2,42,356,42_356,12312016356,3634953.0
22,2017,03/31/2017,3,42,356,42_356,3312017356,3537703.0
23,2017,06/30/2017,4,42,356,42_356,6302017356,2276331.0
24,2018,09/30/2017,1,42,356,42_356,9302017356,2985739.0
25,2018,12/31/2017,2,42,356,42_356,12312017356,3102797.0
26,2018,03/31/2018,3,42,356,42_356,3312018356,3205200.0
27,2018,06/30/2018,4,42,356,42_356,6302018356,2381734.0
28,2019,09/30/2018,1,42,356,42_356,9302018356,3037828.0
29,2019,12/31/2018,2,42,356,42_356,12312018356,3048482.0
30,2019,03/31/2019,3,42,356,42_356,3312019356,2847793.0
31,2019,06/30/2019,4,42,356,42_356,6302019356,2563667.0
32,2020,09/30/2019,1,42,356,42_356,9302019356,3394272.0
33,2020,12/31/2019,2,42,356,42_356,12312019356,3425766.0
34,2020,03/31/2020,3,42,356,42_356,3312020356,2562636.0
35,2020,06/30/2020,4,42,356,42_356,6302020356,2037529.0
36,2021,09/30/2020,1,42,356,42_356,9302020356,3432925.0
37,2021,12/31/2020,2,42,356,42_356,12312020356,3512991.0
38,2021,03/31/2021,3,42,356,42_356,3312021356,3215462.0
39,2021,06/30/2021,4,42,356,42_356,6302021356,2180071.0
40,2022,09/30/2021,1,42,356,42_356,9302021356,3182661.0
41,2022,12/31/2021,2,42,356,42_356,12312021356,3323335.0
42,2022,03/31/2022,3,42,356,42_356,3312022356,2504243.0
43,2022,06/30/2022,4,42,356,42_356,6302022356,2000582.0
0,2012,09/30/2011,1,42,357,42_357,9302011357,31187153.85
1,2012,12/31/2011,2,42,357,42_357,12312011357,30761703.0
2,2012,03/31/2012,3,42,357,42_357,3312012357,33455140.0
3,2012,06/30/2012,4,42,357,42_357,6302012357,28530526.0
4,2013,09/30/2012,1,42,357,42_357,9302012357,31590640.0
5,2013,12/31/2012,2,42,357,42_357,12312012357,30632239.0
6,2013,03/31/2013,3,42,357,42_357,3312013357,30906295.0
7,2013,06/30/2013,4,42,357,42_357,6302013357,25970129.0
8,2014,09/30/2013,1,42,357,42_357,9302013357,30011025.0
9,2014,12/31/2013,2,42,357,42_357,12312013357,29316172.0
10,2014,03/31/2014,3,42,357,42_357,3312014357,30227338.0
11,2014,06/30/2014,4,42,357,42_357,6302014357,24195955.0
12,2015,09/30/2014,1,42,357,42_357,9302014357,26147832.0
13,2015,12/31/2014,2,42,357,42_357,12312014357,27524825.0
14,2015,03/31/2015,3,42,357,42_357,3312015357,27402068.0
15,2015,06/30/2015,4,42,357,42_357,6302015357,21497457.0
16,2016,09/30/2015,1,42,357,42_357,9302015357,26369454.0
17,2016,12/31/2015,2,42,357,42_357,12312015357,30423060.0
18,2016,03/31/2016,3,42,357,42_357,3312016357,26854233.0
19,2016,06/30/2016,4,42,357,42_357,6302016357,22758596.0
20,2016,09/30/2016,1,42,357,42_357,9302016357,27826081.0
21,2016,12/31/2016,2,42,357,42_357,12312016357,27265864.0
22,2017,03/31/2017,3,42,357,42_357,3312017357,29396798.0
23,2017,06/30/2017,4,42,357,42_357,6302017357,24449089.0
24,2018,09/30/2017,1,42,357,42_357,9302017357,26735585.0
25,2018,12/31/2017,2,42,357,42_357,12312017357,27956519.0
26,2018,03/31/2018,3,42,357,42_357,3312018357,28323512.0
27,2018,06/30/2018,4,42,357,42_357,6302018357,22557207.0
28,2019,09/30/2018,1,42,357,42_357,9302018357,26440562.0
29,2019,12/31/2018,2,42,357,42_357,12312018357,26165682.0
30,2019,03/31/2019,3,42,357,42_357,3312019357,27256587.0
31,2019,06/30/2019,4,42,357,42_357,6302019357,22115080.0
32,2020,09/30/2019,1,42,357,42_357,9302019357,26234135.0
33,2020,12/31/2019,2,42,357,42_357,12312019357,25395837.0
34,2020,03/31/2020,3,42,357,42_357,3312020357,27496533.0
35,2020,06/30/2020,4,42,357,42_357,6302020357,22969663.0
36,2021,09/30/2020,1,42,357,42_357,9302020357,25705688.0
37,2021,12/31/2020,2,42,357,42_357,12312020357,25007889.0
38,2021,03/31/2021,3,42,357,42_357,3312021357,25469041.0
39,2021,06/30/2021,4,42,357,42_357,6302021357,20757523.0
40,2022,09/30/2021,1,42,357,42_357,9302021357,25477412.0
41,2022,12/31/2021,2,42,357,42_357,12312021357,24925837.0
42,2022,03/31/2022,3,42,357,42_357,3312022357,24346469.0
43,2022,06/30/2022,4,42,357,42_357,6302022357,19164367.0
0,2012,09/30/2011,1,42,358,42_358,9302011358,279053.33
1,2012,12/31/2011,2,42,358,42_358,12312011358,254167.0
2,2012,03/31/2012,3,42,358,42_358,3312012358,221321.0
3,2012,06/30/2012,4,42,358,42_358,6302012358,254208.0
4,2013,09/30/2012,1,42,358,42_358,9302012358,339381.0
5,2013,12/31/2012,2,42,358,42_358,12312012358,367366.0
6,2013,03/31/2013,3,42,358,42_358,3312013358,258287.0
7,2013,06/30/2013,4,42,358,42_358,6302013358,271040.0
8,2014,09/30/2013,1,42,358,42_358,9302013358,456831.0
9,2014,12/31/2013,2,42,358,42_358,12312013358,350462.0
10,2014,03/31/2014,3,42,358,42_358,3312014358,171343.0
11,2014,06/30/2014,4,42,358,42_358,6302014358,225555.0
12,2015,09/30/2014,1,42,358,42_358,9302014358,167824.0
13,2015,12/31/2014,2,42,358,42_358,12312014358,132603.0
14,2015,03/31/2015,3,42,358,42_358,3312015358,103836.0
15,2015,06/30/2015,4,42,358,42_358,6302015358,208532.0
16,2016,09/30/2015,1,42,358,42_358,9302015358,147329.0
17,2016,12/31/2015,2,42,358,42_358,12312015358,161644.0
18,2016,03/31/2016,3,42,358,42_358,3312016358,195771.0
19,2016,06/30/2016,4,42,358,42_358,6302016358,137814.0
20,2016,12/31/2016,2,42,358,42_358,12312016358,143529.0
21,2018,12/31/2017,2,42,358,42_358,12312017358,133125.0
22,2019,09/30/2018,1,42,358,42_358,9302018358,110954.0
23,2019,12/31/2018,2,42,358,42_358,12312018358,157608.0
24,2019,03/31/2019,3,42,358,42_358,3312019358,227160.0
25,2019,06/30/2019,4,42,358,42_358,6302019358,228419.0
26,2020,12/31/2019,2,42,358,42_358,12312019358,189729.0
27,2020,03/31/2020,3,42,358,42_358,3312020358,173858.0
28,2020,06/30/2020,4,42,358,42_358,6302020358,258263.0
29,2021,09/30/2020,1,42,358,42_358,9302020358,220288.0
30,2021,12/31/2020,2,42,358,42_358,12312020358,184599.0
31,2021,06/30/2021,4,42,358,42_358,6302021358,169387.0
32,2022,09/30/2021,1,42,358,42_358,9302021358,251889.0
33,2022,12/31/2021,2,42,358,42_358,12312021358,182186.0
34,2022,03/31/2022,3,42,358,42_358,3312022358,158561.0
35,2022,06/30/2022,4,42,358,42_358,6302022358,133375.0
0,2012,09/30/2011,1,42,7,42_7,93020117,76440.73
1,2012,12/31/2011,2,42,7,42_7,123120117,61523.0
2,2012,03/31/2012,3,42,7,42_7,33120127,42838.0
3,2012,06/30/2012,4,42,7,42_7,63020127,145757.0
4,2013,09/30/2012,1,42,7,42_7,93020127,142473.0
5,2013,12/31/2012,2,42,7,42_7,123120127,156710.0
6,2013,03/31/2013,3,42,7,42_7,33120137,106593.0
7,2013,06/30/2013,4,42,7,42_7,63020137,33143.0
8,2014,09/30/2013,1,42,7,42_7,93020137,781741.0
9,2014,12/31/2013,2,42,7,42_7,123120137,632962.0
10,2014,03/31/2014,3,42,7,42_7,33120147,635881.0
11,2014,06/30/2014,4,42,7,42_7,63020147,585714.0
12,2015,09/30/2014,1,42,7,42_7,93020147,542263.0
13,2015,12/31/2014,2,42,7,42_7,123120147,452091.0
14,2015,03/31/2015,3,42,7,42_7,33120157,596291.0
15,2015,06/30/2015,4,42,7,42_7,63020157,751081.0
16,2016,09/30/2015,1,42,7,42_7,93020157,548522.0
17,2016,12/31/2015,2,42,7,42_7,123120157,459386.0
18,2016,03/31/2016,3,42,7,42_7,33120167,611298.0
19,2016,06/30/2016,4,42,7,42_7,63020167,524894.0
20,2016,09/30/2016,1,42,7,42_7,93020167,690652.0
21,2016,12/31/2016,2,42,7,42_7,123120167,574464.0
22,2017,03/31/2017,3,42,7,42_7,33120177,501983.0
23,2017,06/30/2017,4,42,7,42_7,63020177,928046.0
24,2018,09/30/2017,1,42,7,42_7,93020177,974418.0
25,2018,12/31/2017,2,42,7,42_7,123120177,608660.0
26,2018,03/31/2018,3,42,7,42_7,33120187,826394.0
27,2018,06/30/2018,4,42,7,42_7,63020187,748130.0
28,2019,09/30/2018,1,42,7,42_7,93020187,578379.0
29,2019,12/31/2018,2,42,7,42_7,123120187,551364.0
30,2019,03/31/2019,3,42,7,42_7,33120197,624983.0
31,2019,06/30/2019,4,42,7,42_7,63020197,722436.0
32,2020,09/30/2019,1,42,7,42_7,93020197,612329.0
33,2020,12/31/2019,2,42,7,42_7,123120197,573524.0
34,2020,03/31/2020,3,42,7,42_7,33120207,947404.0
35,2020,06/30/2020,4,42,7,42_7,63020207,797369.0
36,2021,09/30/2020,1,42,7,42_7,93020207,781948.0
37,2021,12/31/2020,2,42,7,42_7,123120207,505220.0
38,2021,03/31/2021,3,42,7,42_7,33120217,688395.0
39,2021,06/30/2021,4,42,7,42_7,63020217,831464.0
40,2022,09/30/2021,1,42,7,42_7,93020217,598292.0
41,2022,12/31/2021,2,42,7,42_7,123120217,455644.0
0,2012,09/30/2011,1,42,359,42_359,9302011359,825345.97
1,2012,12/31/2011,2,42,359,42_359,12312011359,642860.0
2,2012,03/31/2012,3,42,359,42_359,3312012359,771695.0
3,2012,06/30/2012,4,42,359,42_359,6302012359,482407.0
4,2013,09/30/2012,1,42,359,42_359,9302012359,647666.0
5,2013,12/31/2012,2,42,359,42_359,12312012359,558608.0
6,2013,03/31/2013,3,42,359,42_359,3312013359,578012.0
7,2013,06/30/2013,4,42,359,42_359,6302013359,446591.0
8,2014,09/30/2013,1,42,359,42_359,9302013359,604568.0
9,2014,12/31/2013,2,42,359,42_359,12312013359,554962.0
10,2014,03/31/2014,3,42,359,42_359,3312014359,714015.0
11,2014,06/30/2014,4,42,359,42_359,6302014359,553240.0
12,2015,09/30/2014,1,42,359,42_359,9302014359,898957.0
13,2015,12/31/2014,2,42,359,42_359,12312014359,972302.0
14,2015,03/31/2015,3,42,359,42_359,3312015359,1250050.0
15,2015,06/30/2015,4,42,359,42_359,6302015359,947542.0
16,2016,09/30/2015,1,42,359,42_359,9302015359,1384291.0
17,2016,12/31/2015,2,42,359,42_359,12312015359,965091.0
18,2016,03/31/2016,3,42,359,42_359,3312016359,1232263.0
19,2016,06/30/2016,4,42,359,42_359,6302016359,982648.0
20,2016,09/30/2016,1,42,359,42_359,9302016359,1164827.0
21,2016,12/31/2016,2,42,359,42_359,12312016359,801430.0
22,2017,03/31/2017,3,42,359,42_359,3312017359,736003.0
23,2017,06/30/2017,4,42,359,42_359,6302017359,744648.0
24,2018,09/30/2017,1,42,359,42_359,9302017359,2092957.0
25,2018,12/31/2017,2,42,359,42_359,12312017359,1578687.0
26,2018,03/31/2018,3,42,359,42_359,3312018359,1137829.0
27,2018,06/30/2018,4,42,359,42_359,6302018359,703870.0
28,2019,09/30/2018,1,42,359,42_359,9302018359,1332688.0
29,2019,12/31/2018,2,42,359,42_359,12312018359,1145224.0
30,2019,03/31/2019,3,42,359,42_359,3312019359,932299.0
31,2019,06/30/2019,4,42,359,42_359,6302019359,711505.0
32,2020,09/30/2019,1,42,359,42_359,9302019359,564397.0
33,2020,12/31/2019,2,42,359,42_359,12312019359,1089421.0
34,2020,03/31/2020,3,42,359,42_359,3312020359,713356.0
35,2020,06/30/2020,4,42,359,42_359,6302020359,668837.0
36,2021,09/30/2020,1,42,359,42_359,9302020359,1173843.0
37,2021,12/31/2020,2,42,359,42_359,12312020359,949340.0
38,2021,03/31/2021,3,42,359,42_359,3312021359,1122451.0
39,2021,06/30/2021,4,42,359,42_359,6302021359,527868.0
40,2022,09/30/2021,1,42,359,42_359,9302021359,686910.0
41,2022,12/31/2021,2,42,359,42_359,12312021359,1158318.0
42,2022,03/31/2022,3,42,359,42_359,3312022359,876340.0
43,2022,06/30/2022,4,42,359,42_359,6302022359,543305.0
0,2012,09/30/2011,1,42,360,42_360,9302011360,419685.38
1,2012,12/31/2011,2,42,360,42_360,12312011360,549399.0
2,2012,03/31/2012,3,42,360,42_360,3312012360,538950.0
3,2012,06/30/2012,4,42,360,42_360,6302012360,443024.0
4,2013,09/30/2012,1,42,360,42_360,9302012360,831917.0
5,2013,12/31/2012,2,42,360,42_360,12312012360,487609.0
6,2013,03/31/2013,3,42,360,42_360,3312013360,293098.0
7,2013,06/30/2013,4,42,360,42_360,6302013360,315085.0
8,2014,09/30/2013,1,42,360,42_360,9302013360,270583.0
9,2014,12/31/2013,2,42,360,42_360,12312013360,354371.0
10,2014,03/31/2014,3,42,360,42_360,3312014360,233445.0
11,2014,06/30/2014,4,42,360,42_360,6302014360,221604.0
12,2015,09/30/2014,1,42,360,42_360,9302014360,267481.0
13,2015,12/31/2014,2,42,360,42_360,12312014360,253379.0
14,2015,03/31/2015,3,42,360,42_360,3312015360,163678.0
15,2015,06/30/2015,4,42,360,42_360,6302015360,210656.0
16,2016,09/30/2015,1,42,360,42_360,9302015360,235199.0
17,2016,12/31/2015,2,42,360,42_360,12312015360,235373.0
18,2016,03/31/2016,3,42,360,42_360,3312016360,197678.0
19,2016,06/30/2016,4,42,360,42_360,6302016360,196677.0
20,2016,09/30/2016,1,42,360,42_360,9302016360,245413.0
21,2016,12/31/2016,2,42,360,42_360,12312016360,254308.0
22,2017,03/31/2017,3,42,360,42_360,3312017360,207010.0
23,2017,06/30/2017,4,42,360,42_360,6302017360,229896.0
24,2018,09/30/2017,1,42,360,42_360,9302017360,244171.0
25,2018,12/31/2017,2,42,360,42_360,12312017360,263697.0
26,2018,03/31/2018,3,42,360,42_360,3312018360,275898.0
27,2018,06/30/2018,4,42,360,42_360,6302018360,142041.0
28,2019,09/30/2018,1,42,360,42_360,9302018360,183104.0
29,2019,12/31/2018,2,42,360,42_360,12312018360,185481.0
30,2019,03/31/2019,3,42,360,42_360,3312019360,201979.0
31,2019,06/30/2019,4,42,360,42_360,6302019360,137337.0
32,2020,09/30/2019,1,42,360,42_360,9302019360,247028.0
33,2020,12/31/2019,2,42,360,42_360,12312019360,342042.0
34,2020,03/31/2020,3,42,360,42_360,3312020360,264447.0
35,2020,06/30/2020,4,42,360,42_360,6302020360,158533.0
36,2021,09/30/2020,1,42,360,42_360,9302020360,320169.0
37,2021,12/31/2020,2,42,360,42_360,12312020360,365305.0
38,2021,03/31/2021,3,42,360,42_360,3312021360,335611.0
39,2021,06/30/2021,4,42,360,42_360,6302021360,208731.0
40,2022,09/30/2021,1,42,360,42_360,9302021360,293109.0
41,2022,12/31/2021,2,42,360,42_360,12312021360,363996.0
42,2022,03/31/2022,3,42,360,42_360,3312022360,283805.0
43,2022,06/30/2022,4,42,360,42_360,6302022360,187056.0
0,2012,09/30/2011,1,42,361,42_361,9302011361,1335521.21
1,2012,12/31/2011,2,42,361,42_361,12312011361,1394922.0
2,2012,03/31/2012,3,42,361,42_361,3312012361,1261324.0
3,2012,06/30/2012,4,42,361,42_361,6302012361,1037785.0
4,2013,09/30/2012,1,42,361,42_361,9302012361,993323.0
5,2013,12/31/2012,2,42,361,42_361,12312012361,1118161.0
6,2013,03/31/2013,3,42,361,42_361,3312013361,1042708.0
7,2013,06/30/2013,4,42,361,42_361,6302013361,1083201.0
8,2014,09/30/2013,1,42,361,42_361,9302013361,1153276.0
9,2014,12/31/2013,2,42,361,42_361,12312013361,1230165.0
10,2014,03/31/2014,3,42,361,42_361,3312014361,1494076.0
11,2014,06/30/2014,4,42,361,42_361,6302014361,1279599.0
12,2015,09/30/2014,1,42,361,42_361,9302014361,1398863.0
13,2015,12/31/2014,2,42,361,42_361,12312014361,1610865.0
14,2015,03/31/2015,3,42,361,42_361,3312015361,1206390.0
15,2015,06/30/2015,4,42,361,42_361,6302015361,1366747.0
16,2016,09/30/2015,1,42,361,42_361,9302015361,1470447.0
17,2016,12/31/2015,2,42,361,42_361,12312015361,1389219.0
18,2016,03/31/2016,3,42,361,42_361,3312016361,1365460.0
19,2016,06/30/2016,4,42,361,42_361,6302016361,1265781.0
20,2016,09/30/2016,1,42,361,42_361,9302016361,1379837.0
21,2016,12/31/2016,2,42,361,42_361,12312016361,1518263.0
22,2017,03/31/2017,3,42,361,42_361,3312017361,1456137.0
23,2017,06/30/2017,4,42,361,42_361,6302017361,1336090.0
24,2018,09/30/2017,1,42,361,42_361,9302017361,1347488.0
25,2018,12/31/2017,2,42,361,42_361,12312017361,1444815.0
26,2018,03/31/2018,3,42,361,42_361,3312018361,1400895.0
27,2018,06/30/2018,4,42,361,42_361,6302018361,1363034.0
28,2019,09/30/2018,1,42,361,42_361,9302018361,1403544.0
29,2019,12/31/2018,2,42,361,42_361,12312018361,1540436.0
30,2019,03/31/2019,3,42,361,42_361,3312019361,1429791.0
31,2019,06/30/2019,4,42,361,42_361,6302019361,1291311.0
32,2020,09/30/2019,1,42,361,42_361,9302019361,1396546.0
33,2020,12/31/2019,2,42,361,42_361,12312019361,1578534.0
34,2020,03/31/2020,3,42,361,42_361,3312020361,1453435.0
35,2020,06/30/2020,4,42,361,42_361,6302020361,1237414.0
36,2021,09/30/2020,1,42,361,42_361,9302020361,1365970.0
37,2021,12/31/2020,2,42,361,42_361,12312020361,1462763.0
38,2021,03/31/2021,3,42,361,42_361,3312021361,1432696.0
39,2021,06/30/2021,4,42,361,42_361,6302021361,1204128.0
40,2022,09/30/2021,1,42,361,42_361,9302021361,1206542.0
41,2022,12/31/2021,2,42,361,42_361,12312021361,1279218.0
42,2022,03/31/2022,3,42,361,42_361,3312022361,1267891.0
43,2022,06/30/2022,4,42,361,42_361,6302022361,1246393.0
0,2012,09/30/2011,1,43,202,43_202,9302011202,4167968.89
1,2012,12/31/2011,2,43,202,43_202,12312011202,4742609.0
2,2012,03/31/2012,3,43,202,43_202,3312012202,4438023.0
3,2012,06/30/2012,4,43,202,43_202,6302012202,3315323.0
4,2013,09/30/2012,1,43,202,43_202,9302012202,3767786.0
5,2013,12/31/2012,2,43,202,43_202,12312012202,4132756.0
6,2013,03/31/2013,3,43,202,43_202,3312013202,3313345.0
7,2013,06/30/2013,4,43,202,43_202,6302013202,3354016.0
8,2014,09/30/2013,1,43,202,43_202,9302013202,3242972.0
9,2014,12/31/2013,2,43,202,43_202,12312013202,3801809.0
10,2014,03/31/2014,3,43,202,43_202,3312014202,3479051.0
11,2014,06/30/2014,4,43,202,43_202,6302014202,3501934.0
12,2015,09/30/2014,1,43,202,43_202,9302014202,3329397.0
13,2015,12/31/2014,2,43,202,43_202,12312014202,3687298.0
14,2015,03/31/2015,3,43,202,43_202,3312015202,2972802.0
15,2015,06/30/2015,4,43,202,43_202,6302015202,2850207.0
16,2016,09/30/2015,1,43,202,43_202,9302015202,2856197.0
17,2016,12/31/2015,2,43,202,43_202,12312015202,3442678.0
18,2016,03/31/2016,3,43,202,43_202,3312016202,3042654.0
19,2016,06/30/2016,4,43,202,43_202,6302016202,2612673.0
20,2016,09/30/2016,1,43,202,43_202,9302016202,2706383.0
21,2016,12/31/2016,2,43,202,43_202,12312016202,3338087.0
