,City,Financial Year,Quarter Ending,Quarter,key
1329,278,2023,03/31/2023,3,3312023278
1330,278,2023,12/31/2022,2,12312022278
1331,278,2023,09/30/2022,1,9302022278
1332,279,2024,12/31/2023,2,12312023279
1333,279,2024,09/30/2023,1,9302023279
1334,279,2023,06/30/2023,4,6302023279
1335,279,2023,03/31/2023,3,3312023279
1336,279,2023,12/31/2022,2,12312022279
1337,279,2023,09/30/2022,1,9302022279
1338,280,2024,12/31/2023,2,12312023280
1339,280,2024,09/30/2023,1,9302023280
1340,280,2023,06/30/2023,4,6302023280
1341,280,2023,03/31/2023,3,3312023280
1342,280,2023,12/31/2022,2,12312022280
1343,280,2023,09/30/2022,1,9302022280
1344,281,2024,12/31/2023,2,12312023281
1345,281,2024,09/30/2023,1,9302023281
1346,281,2023,06/30/2023,4,6302023281
1347,281,2023,03/31/2023,3,3312023281
1348,281,2023,12/31/2022,2,12312022281
1349,281,2023,09/30/2022,1,9302022281
1350,282,2024,12/31/2023,2,12312023282
1351,282,2024,09/30/2023,1,9302023282
1352,282,2023,06/30/2023,4,6302023282
1353,282,2023,03/31/2023,3,3312023282
1354,282,2023,12/31/2022,2,12312022282
1355,282,2023,09/30/2022,1,9302022282
1356,283,2024,12/31/2023,2,12312023283
1357,283,2024,09/30/2023,1,9302023283
1358,283,2023,06/30/2023,4,6302023283
1359,283,2023,03/31/2023,3,3312023283
1360,283,2023,12/31/2022,2,12312022283
1361,283,2023,09/30/2022,1,9302022283
1362,284,2024,12/31/2023,2,12312023284
1363,284,2024,09/30/2023,1,9302023284
1364,284,2023,06/30/2023,4,6302023284
1365,284,2023,03/31/2023,3,3312023284
1366,284,2023,12/31/2022,2,12312022284
1367,284,2023,09/30/2022,1,9302022284
1368,285,2024,12/31/2023,2,12312023285
1369,285,2024,09/30/2023,1,9302023285
1370,285,2023,06/30/2023,4,6302023285
1371,285,2023,03/31/2023,3,3312023285
1372,285,2023,12/31/2022,2,12312022285
1373,285,2023,09/30/2022,1,9302022285
1374,286,2024,12/31/2023,2,12312023286
1375,286,2024,09/30/2023,1,9302023286
1376,286,2023,06/30/2023,4,6302023286
1377,286,2023,03/31/2023,3,3312023286
1378,286,2023,12/31/2022,2,12312022286
1379,286,2023,09/30/2022,1,9302022286
1380,287,2024,12/31/2023,2,12312023287
1381,287,2024,09/30/2023,1,9302023287
1382,287,2023,06/30/2023,4,6302023287
1383,287,2023,03/31/2023,3,3312023287
1384,287,2023,12/31/2022,2,12312022287
1385,287,2023,09/30/2022,1,9302022287
1386,290,2024,12/31/2023,2,12312023290
1387,290,2024,09/30/2023,1,9302023290
1388,290,2023,06/30/2023,4,6302023290
1389,290,2023,03/31/2023,3,3312023290
1390,290,2023,12/31/2022,2,12312022290
1391,290,2023,09/30/2022,1,9302022290
1392,291,2024,12/31/2023,2,12312023291
1393,291,2024,09/30/2023,1,9302023291
1394,291,2023,06/30/2023,4,6302023291
1395,291,2023,03/31/2023,3,3312023291
1396,291,2023,12/31/2022,2,12312022291
1397,291,2023,09/30/2022,1,9302022291
1398,292,2024,12/31/2023,2,12312023292
1399,292,2024,09/30/2023,1,9302023292
1400,292,2023,06/30/2023,4,6302023292
1401,292,2023,03/31/2023,3,3312023292
1402,292,2023,12/31/2022,2,12312022292
1403,292,2023,09/30/2022,1,9302022292
1404,294,2024,12/31/2023,2,12312023294
1405,294,2024,09/30/2023,1,9302023294
1406,294,2023,06/30/2023,4,6302023294
1407,294,2023,03/31/2023,3,3312023294
1408,294,2023,12/31/2022,2,12312022294
1409,294,2023,09/30/2022,1,9302022294
1410,295,2024,12/31/2023,2,12312023295
1411,295,2024,09/30/2023,1,9302023295
1412,295,2023,06/30/2023,4,6302023295
1413,295,2023,03/31/2023,3,3312023295
1414,295,2023,12/31/2022,2,12312022295
1415,295,2023,09/30/2022,1,9302022295
1416,296,2024,12/31/2023,2,12312023296
1417,296,2024,09/30/2023,1,9302023296
1418,296,2023,06/30/2023,4,6302023296
1419,296,2023,03/31/2023,3,3312023296
1420,296,2023,12/31/2022,2,12312022296
1421,296,2023,09/30/2022,1,9302022296
1422,297,2024,12/31/2023,2,12312023297
1423,297,2024,09/30/2023,1,9302023297
1424,297,2023,06/30/2023,4,6302023297
1425,297,2023,03/31/2023,3,3312023297
1426,297,2023,12/31/2022,2,12312022297
1427,297,2023,09/30/2022,1,9302022297
1428,298,2024,12/31/2023,2,12312023298
1429,298,2024,09/30/2023,1,9302023298
1430,298,2023,06/30/2023,4,6302023298
1431,298,2023,03/31/2023,3,3312023298
1432,298,2023,12/31/2022,2,12312022298
1433,298,2023,09/30/2022,1,9302022298
1434,299,2024,12/31/2023,2,12312023299
1435,299,2024,09/30/2023,1,9302023299
1436,299,2023,06/30/2023,4,6302023299
1437,299,2023,03/31/2023,3,3312023299
1438,299,2023,12/31/2022,2,12312022299
1439,299,2023,09/30/2022,1,9302022299
1440,300,2024,12/31/2023,2,12312023300
1441,300,2024,09/30/2023,1,9302023300
1442,300,2023,06/30/2023,4,6302023300
1443,300,2023,03/31/2023,3,3312023300
1444,300,2023,12/31/2022,2,12312022300
1445,300,2023,09/30/2022,1,9302022300
1446,302,2024,12/31/2023,2,12312023302
1447,302,2024,09/30/2023,1,9302023302
1448,302,2023,06/30/2023,4,6302023302
1449,302,2023,03/31/2023,3,3312023302
1450,302,2023,12/31/2022,2,12312022302
1451,302,2023,09/30/2022,1,9302022302
1452,303,2024,12/31/2023,2,12312023303
1453,303,2024,09/30/2023,1,9302023303
1454,303,2023,06/30/2023,4,6302023303
1455,303,2023,03/31/2023,3,3312023303
1456,303,2023,12/31/2022,2,12312022303
1457,303,2023,09/30/2022,1,9302022303
1458,304,2024,12/31/2023,2,12312023304
1459,304,2024,09/30/2023,1,9302023304
1460,304,2023,06/30/2023,4,6302023304
1461,304,2023,03/31/2023,3,3312023304
1462,304,2023,12/31/2022,2,12312022304
1463,304,2023,09/30/2022,1,9302022304
1464,305,2024,12/31/2023,2,12312023305
1465,305,2024,09/30/2023,1,9302023305
1466,305,2023,06/30/2023,4,6302023305
1467,305,2023,03/31/2023,3,3312023305
1468,305,2023,12/31/2022,2,12312022305
1469,305,2023,09/30/2022,1,9302022305
1470,306,2024,12/31/2023,2,12312023306
1471,306,2024,09/30/2023,1,9302023306
1472,306,2023,06/30/2023,4,6302023306
1473,306,2023,03/31/2023,3,3312023306
1474,306,2023,12/31/2022,2,12312022306
1475,306,2023,09/30/2022,1,9302022306
1476,307,2024,12/31/2023,2,12312023307
1477,307,2024,09/30/2023,1,9302023307
1478,307,2023,06/30/2023,4,6302023307
1479,307,2023,03/31/2023,3,3312023307
1480,307,2023,12/31/2022,2,12312022307
1481,307,2023,09/30/2022,1,9302022307
1482,308,2024,12/31/2023,2,12312023308
1483,308,2024,09/30/2023,1,9302023308
1484,308,2023,06/30/2023,4,6302023308
1485,308,2023,03/31/2023,3,3312023308
1486,308,2023,12/31/2022,2,12312022308
1487,308,2023,09/30/2022,1,9302022308
1488,311,2024,12/31/2023,2,12312023311
1489,311,2024,09/30/2023,1,9302023311
1490,311,2023,06/30/2023,4,6302023311
1491,311,2023,03/31/2023,3,3312023311
1492,311,2023,12/31/2022,2,12312022311
1493,311,2023,09/30/2022,1,9302022311
1494,312,2024,12/31/2023,2,12312023312
1495,312,2024,09/30/2023,1,9302023312
1496,312,2023,06/30/2023,4,6302023312
1497,312,2023,03/31/2023,3,3312023312
1498,312,2023,12/31/2022,2,12312022312
1499,312,2023,09/30/2022,1,9302022312
1500,313,2024,12/31/2023,2,12312023313
1501,313,2024,09/30/2023,1,9302023313
1502,313,2023,06/30/2023,4,6302023313
1503,313,2023,03/31/2023,3,3312023313
1504,313,2023,12/31/2022,2,12312022313
1505,313,2023,09/30/2022,1,9302022313
1506,315,2024,12/31/2023,2,12312023315
1507,315,2024,09/30/2023,1,9302023315
1508,315,2023,06/30/2023,4,6302023315
1509,315,2023,03/31/2023,3,3312023315
1510,315,2023,12/31/2022,2,12312022315
1511,315,2023,09/30/2022,1,9302022315
1512,316,2024,12/31/2023,2,12312023316
1513,316,2024,09/30/2023,1,9302023316
1514,316,2023,06/30/2023,4,6302023316
1515,316,2023,03/31/2023,3,3312023316
1516,316,2023,12/31/2022,2,12312022316
1517,316,2023,09/30/2022,1,9302022316
1518,317,2024,12/31/2023,2,12312023317
1519,317,2024,09/30/2023,1,9302023317
1520,317,2023,06/30/2023,4,6302023317
1521,317,2023,03/31/2023,3,3312023317
1522,317,2023,12/31/2022,2,12312022317
1523,317,2023,09/30/2022,1,9302022317
1524,318,2024,12/31/2023,2,12312023318
1525,318,2024,09/30/2023,1,9302023318
1526,318,2023,06/30/2023,4,6302023318
1527,318,2023,03/31/2023,3,3312023318
1528,318,2023,12/31/2022,2,12312022318
1529,318,2023,09/30/2022,1,9302022318
1530,319,2024,12/31/2023,2,12312023319
1531,319,2024,09/30/2023,1,9302023319
1532,319,2023,06/30/2023,4,6302023319
1533,319,2023,03/31/2023,3,3312023319
1534,319,2023,12/31/2022,2,12312022319
1535,319,2023,09/30/2022,1,9302022319
1536,320,2024,12/31/2023,2,12312023320
1537,320,2024,09/30/2023,1,9302023320
1538,320,2023,06/30/2023,4,6302023320
1539,320,2023,03/31/2023,3,3312023320
1540,320,2023,12/31/2022,2,12312022320
1541,320,2023,09/30/2022,1,9302022320
1542,321,2024,12/31/2023,2,12312023321
1543,321,2024,09/30/2023,1,9302023321
1544,321,2023,06/30/2023,4,6302023321
1545,321,2023,03/31/2023,3,3312023321
1546,321,2023,12/31/2022,2,12312022321
1547,321,2023,09/30/2022,1,9302022321
1548,322,2024,12/31/2023,2,12312023322
1549,322,2024,09/30/2023,1,9302023322
1550,322,2023,06/30/2023,4,6302023322
1551,322,2023,03/31/2023,3,3312023322
1552,322,2023,12/31/2022,2,12312022322
1553,322,2023,09/30/2022,1,9302022322
1554,323,2024,12/31/2023,2,12312023323
1555,323,2024,09/30/2023,1,9302023323
1556,323,2023,06/30/2023,4,6302023323
1557,323,2023,03/31/2023,3,3312023323
1558,323,2023,12/31/2022,2,12312022323
1559,323,2023,09/30/2022,1,9302022323
1560,324,2024,12/31/2023,2,12312023324
1561,324,2024,09/30/2023,1,9302023324
1562,324,2023,06/30/2023,4,6302023324
1563,324,2023,03/31/2023,3,3312023324
1564,324,2023,12/31/2022,2,12312022324
1565,324,2023,09/30/2022,1,9302022324
1566,325,2024,12/31/2023,2,12312023325
1567,325,2024,09/30/2023,1,9302023325
1568,325,2023,06/30/2023,4,6302023325
1569,325,2023,03/31/2023,3,3312023325
1570,325,2023,12/31/2022,2,12312022325
1571,325,2023,09/30/2022,1,9302022325
1572,326,2024,12/31/2023,2,12312023326
1573,326,2024,09/30/2023,1,9302023326
1574,326,2023,06/30/2023,4,6302023326
1575,326,2023,03/31/2023,3,3312023326
1576,326,2023,12/31/2022,2,12312022326
1577,326,2023,09/30/2022,1,9302022326
1578,328,2024,12/31/2023,2,12312023328
1579,328,2024,09/30/2023,1,9302023328
1580,328,2023,06/30/2023,4,6302023328
1581,328,2023,03/31/2023,3,3312023328
1582,328,2023,12/31/2022,2,12312022328
1583,328,2023,09/30/2022,1,9302022328
1584,330,2024,12/31/2023,2,12312023330
1585,330,2024,09/30/2023,1,9302023330
1586,330,2023,06/30/2023,4,6302023330
1587,330,2023,03/31/2023,3,3312023330
1588,330,2023,12/31/2022,2,12312022330
1589,330,2023,09/30/2022,1,9302022330
1590,331,2024,12/31/2023,2,12312023331
1591,331,2024,09/30/2023,1,9302023331
1592,331,2023,06/30/2023,4,6302023331
1593,331,2023,03/31/2023,3,3312023331
1594,331,2023,12/31/2022,2,12312022331
1595,331,2023,09/30/2022,1,9302022331
1596,333,2024,12/31/2023,2,12312023333
1597,333,2024,09/30/2023,1,9302023333
1598,333,2023,06/30/2023,4,6302023333
1599,333,2023,03/31/2023,3,3312023333
1600,333,2023,12/31/2022,2,12312022333
1601,333,2023,09/30/2022,1,9302022333
1602,334,2024,12/31/2023,2,12312023334
1603,334,2024,09/30/2023,1,9302023334
1604,334,2023,06/30/2023,4,6302023334
1605,334,2023,03/31/2023,3,3312023334
1606,334,2023,12/31/2022,2,12312022334
1607,334,2023,09/30/2022,1,9302022334
1608,335,2024,12/31/2023,2,12312023335
1609,335,2024,09/30/2023,1,9302023335
1610,335,2023,06/30/2023,4,6302023335
1611,335,2023,03/31/2023,3,3312023335
1612,335,2023,12/31/2022,2,12312022335
1613,335,2023,09/30/2022,1,9302022335
1614,336,2024,12/31/2023,2,12312023336
1615,336,2024,09/30/2023,1,9302023336
1616,336,2023,06/30/2023,4,6302023336
1617,336,2023,03/31/2023,3,3312023336
1618,336,2023,12/31/2022,2,12312022336
1619,336,2023,09/30/2022,1,9302022336
1620,337,2024,12/31/2023,2,12312023337
1621,337,2024,09/30/2023,1,9302023337
1622,337,2023,06/30/2023,4,6302023337
1623,337,2023,03/31/2023,3,3312023337
1624,337,2023,12/31/2022,2,12312022337
1625,337,2023,09/30/2022,1,9302022337
1626,341,2024,12/31/2023,2,12312023341
1627,341,2024,09/30/2023,1,9302023341
1628,341,2023,06/30/2023,4,6302023341
1629,341,2023,03/31/2023,3,3312023341
1630,341,2023,12/31/2022,2,12312022341
1631,341,2023,09/30/2022,1,9302022341
1632,342,2024,12/31/2023,2,12312023342
1633,342,2024,09/30/2023,1,9302023342
1634,342,2023,06/30/2023,4,6302023342
1635,342,2023,03/31/2023,3,3312023342
1636,342,2023,12/31/2022,2,12312022342
1637,342,2023,09/30/2022,1,9302022342
1638,343,2024,12/31/2023,2,12312023343
1639,343,2024,09/30/2023,1,9302023343
1640,343,2023,06/30/2023,4,6302023343
1641,343,2023,03/31/2023,3,3312023343
1642,343,2023,12/31/2022,2,12312022343
1643,343,2023,09/30/2022,1,9302022343
1644,344,2024,12/31/2023,2,12312023344
1645,344,2024,09/30/2023,1,9302023344
1646,344,2023,06/30/2023,4,6302023344
1647,344,2023,03/31/2023,3,3312023344
1648,344,2023,12/31/2022,2,12312022344
1649,344,2023,09/30/2022,1,9302022344
1650,345,2024,12/31/2023,2,12312023345
1651,345,2024,09/30/2023,1,9302023345
1652,345,2023,06/30/2023,4,6302023345
1653,345,2023,03/31/2023,3,3312023345
1654,345,2023,12/31/2022,2,12312022345
1655,345,2023,09/30/2022,1,9302022345
1656,346,2024,12/31/2023,2,12312023346
1657,346,2024,09/30/2023,1,9302023346
1658,346,2023,06/30/2023,4,6302023346
1659,346,2023,03/31/2023,3,3312023346
1660,346,2023,12/31/2022,2,12312022346
1661,346,2023,09/30/2022,1,9302022346
1662,348,2024,12/31/2023,2,12312023348
1663,348,2024,09/30/2023,1,9302023348
1664,348,2023,06/30/2023,4,6302023348
1665,348,2023,03/31/2023,3,3312023348
1666,348,2023,12/31/2022,2,12312022348
1667,348,2023,09/30/2022,1,9302022348
1668,349,2024,12/31/2023,2,12312023349
1669,349,2024,09/30/2023,1,9302023349
1670,349,2023,06/30/2023,4,6302023349
1671,349,2023,03/31/2023,3,3312023349
1672,349,2023,12/31/2022,2,12312022349
1673,349,2023,09/30/2022,1,9302022349
1674,351,2024,12/31/2023,2,12312023351
1675,351,2024,09/30/2023,1,9302023351
1676,351,2023,06/30/2023,4,6302023351
1677,351,2023,03/31/2023,3,3312023351
1678,351,2023,12/31/2022,2,12312022351
1679,351,2023,09/30/2022,1,9302022351
1680,352,2024,12/31/2023,2,12312023352
1681,352,2024,09/30/2023,1,9302023352
1682,352,2023,06/30/2023,4,6302023352
1683,352,2023,03/31/2023,3,3312023352
1684,352,2023,12/31/2022,2,12312022352
1685,352,2023,09/30/2022,1,9302022352
1686,353,2024,12/31/2023,2,12312023353
1687,353,2024,09/30/2023,1,9302023353
1688,353,2023,06/30/2023,4,6302023353
1689,353,2023,03/31/2023,3,3312023353
1690,353,2023,12/31/2022,2,12312022353
1691,353,2023,09/30/2022,1,9302022353
1692,354,2024,12/31/2023,2,12312023354
1693,354,2024,09/30/2023,1,9302023354
1694,354,2023,06/30/2023,4,6302023354
1695,354,2023,03/31/2023,3,3312023354
1696,354,2023,12/31/2022,2,12312022354
1697,354,2023,09/30/2022,1,9302022354
1698,355,2024,12/31/2023,2,12312023355
1699,355,2024,09/30/2023,1,9302023355
1700,355,2023,06/30/2023,4,6302023355
1701,355,2023,03/31/2023,3,3312023355
1702,355,2023,12/31/2022,2,12312022355
1703,355,2023,09/30/2022,1,9302022355
1704,356,2024,12/31/2023,2,12312023356
1705,356,2024,09/30/2023,1,9302023356
1706,356,2023,06/30/2023,4,6302023356
1707,356,2023,03/31/2023,3,3312023356
1708,356,2023,12/31/2022,2,12312022356
1709,356,2023,09/30/2022,1,9302022356
1710,357,2024,12/31/2023,2,12312023357
1711,357,2024,09/30/2023,1,9302023357
1712,357,2023,06/30/2023,4,6302023357
1713,357,2023,03/31/2023,3,3312023357
1714,357,2023,12/31/2022,2,12312022357
1715,357,2023,09/30/2022,1,9302022357
1716,358,2024,12/31/2023,2,12312023358
1717,358,2024,09/30/2023,1,9302023358
1718,358,2023,06/30/2023,4,6302023358
1719,358,2023,03/31/2023,3,3312023358
1720,358,2023,12/31/2022,2,12312022358
1721,358,2023,09/30/2022,1,9302022358
1722,359,2024,12/31/2023,2,12312023359
1723,359,2024,09/30/2023,1,9302023359
1724,359,2023,06/30/2023,4,6302023359
1725,359,2023,03/31/2023,3,3312023359
1726,359,2023,12/31/2022,2,12312022359
1727,359,2023,09/30/2022,1,9302022359
1728,360,2024,12/31/2023,2,12312023360
1729,360,2024,09/30/2023,1,9302023360
1730,360,2023,06/30/2023,4,6302023360
1731,360,2023,03/31/2023,3,3312023360
1732,360,2023,12/31/2022,2,12312022360
1733,360,2023,09/30/2022,1,9302022360
1734,361,2024,12/31/2023,2,12312023361
1735,361,2024,09/30/2023,1,9302023361
1736,361,2023,06/30/2023,4,6302023361
1737,361,2023,03/31/2023,3,3312023361
1738,361,2023,12/31/2022,2,12312022361
1739,361,2023,09/30/2022,1,9302022361
1740,363,2024,12/31/2023,2,12312023363
1741,363,2024,09/30/2023,1,9302023363
1742,363,2023,06/30/2023,4,6302023363
1743,363,2023,03/31/2023,3,3312023363
1744,363,2023,12/31/2022,2,12312022363
1745,363,2023,09/30/2022,1,9302022363
1746,364,2024,12/31/2023,2,12312023364
1747,364,2024,09/30/2023,1,9302023364
1748,364,2023,06/30/2023,4,6302023364
1749,364,2023,03/31/2023,3,3312023364
1750,364,2023,12/31/2022,2,12312022364
1751,364,2023,09/30/2022,1,9302022364
1752,366,2024,12/31/2023,2,12312023366
1753,366,2024,09/30/2023,1,9302023366
1754,366,2023,06/30/2023,4,6302023366
1755,366,2023,03/31/2023,3,3312023366
1756,366,2023,12/31/2022,2,12312022366
1757,366,2023,09/30/2022,1,9302022366
1758,367,2024,12/31/2023,2,12312023367
1759,367,2024,09/30/2023,1,9302023367
1760,367,2023,06/30/2023,4,6302023367
1761,367,2023,03/31/2023,3,3312023367
1762,367,2023,12/31/2022,2,12312022367
1763,367,2023,09/30/2022,1,9302022367
1764,368,2024,12/31/2023,2,12312023368
1765,368,2024,09/30/2023,1,9302023368
1766,368,2023,06/30/2023,4,6302023368
1767,368,2023,03/31/2023,3,3312023368
1768,368,2023,12/31/2022,2,12312022368
1769,368,2023,09/30/2022,1,9302022368
1770,369,2024,12/31/2023,2,12312023369
1771,369,2024,09/30/2023,1,9302023369
1772,369,2023,06/30/2023,4,6302023369
1773,369,2023,03/31/2023,3,3312023369
1774,369,2023,12/31/2022,2,12312022369
1775,369,2023,09/30/2022,1,9302022369
1776,371,2024,12/31/2023,2,12312023371
1777,371,2024,09/30/2023,1,9302023371
1778,371,2023,06/30/2023,4,6302023371
1779,371,2023,03/31/2023,3,3312023371
1780,371,2023,12/31/2022,2,12312022371
1781,371,2023,09/30/2022,1,9302022371
1782,372,2024,12/31/2023,2,12312023372
1783,372,2024,09/30/2023,1,9302023372
1784,372,2023,06/30/2023,4,6302023372
1785,372,2023,03/31/2023,3,3312023372
1786,372,2023,12/31/2022,2,12312022372
1787,372,2023,09/30/2022,1,9302022372
1788,373,2024,12/31/2023,2,12312023373
1789,373,2024,09/30/2023,1,9302023373
1790,373,2023,06/30/2023,4,6302023373
1791,373,2023,03/31/2023,3,3312023373
1792,373,2023,12/31/2022,2,12312022373
1793,373,2023,09/30/2022,1,9302022373
1794,375,2024,12/31/2023,2,12312023375
1795,375,2024,09/30/2023,1,9302023375
1796,375,2023,06/30/2023,4,6302023375
1797,375,2023,03/31/2023,3,3312023375
1798,375,2023,12/31/2022,2,12312022375
1799,375,2023,09/30/2022,1,9302022375
1800,376,2024,12/31/2023,2,12312023376
1801,376,2024,09/30/2023,1,9302023376
1802,376,2023,06/30/2023,4,6302023376
1803,376,2023,03/31/2023,3,3312023376
1804,376,2023,12/31/2022,2,12312022376
1805,376,2023,09/30/2022,1,9302022376
1806,377,2024,12/31/2023,2,12312023377
1807,377,2024,09/30/2023,1,9302023377
1808,377,2023,06/30/2023,4,6302023377
1809,377,2023,03/31/2023,3,3312023377
1810,377,2023,12/31/2022,2,12312022377
1811,377,2023,09/30/2022,1,9302022377
1812,378,2024,12/31/2023,2,12312023378
1813,378,2024,09/30/2023,1,9302023378
1814,378,2023,06/30/2023,4,6302023378
1815,378,2023,03/31/2023,3,3312023378
1816,378,2023,12/31/2022,2,12312022378
1817,378,2023,09/30/2022,1,9302022378
1818,379,2024,12/31/2023,2,12312023379
1819,379,2024,09/30/2023,1,9302023379
1820,379,2023,06/30/2023,4,6302023379
1821,379,2023,03/31/2023,3,3312023379
1822,379,2023,12/31/2022,2,12312022379
1823,379,2023,09/30/2022,1,9302022379
1824,380,2024,12/31/2023,2,12312023380
1825,380,2024,09/30/2023,1,9302023380
1826,380,2023,06/30/2023,4,6302023380
1827,380,2023,03/31/2023,3,3312023380
1828,380,2023,12/31/2022,2,12312022380
1829,380,2023,09/30/2022,1,9302022380
1830,381,2024,12/31/2023,2,12312023381
1831,381,2024,09/30/2023,1,9302023381
1832,381,2023,06/30/2023,4,6302023381
1833,381,2023,03/31/2023,3,3312023381
1834,381,2023,12/31/2022,2,12312022381
1835,381,2023,09/30/2022,1,9302022381
1836,382,2024,12/31/2023,2,12312023382
1837,382,2024,09/30/2023,1,9302023382
1838,382,2023,06/30/2023,4,6302023382
1839,382,2023,03/31/2023,3,3312023382
1840,382,2023,12/31/2022,2,12312022382
1841,382,2023,09/30/2022,1,9302022382
1842,383,2024,12/31/2023,2,12312023383
1843,383,2024,09/30/2023,1,9302023383
1844,383,2023,06/30/2023,4,6302023383
1845,383,2023,03/31/2023,3,3312023383
1846,383,2023,12/31/2022,2,12312022383
1847,383,2023,09/30/2022,1,9302022383
1848,385,2024,12/31/2023,2,12312023385
1849,385,2024,09/30/2023,1,9302023385
1850,385,2023,06/30/2023,4,6302023385
1851,385,2023,03/31/2023,3,3312023385
1852,385,2023,12/31/2022,2,12312022385
1853,385,2023,09/30/2022,1,9302022385
1854,388,2024,12/31/2023,2,12312023388
1855,388,2024,09/30/2023,1,9302023388
1856,388,2023,06/30/2023,4,6302023388
1857,388,2023,03/31/2023,3,3312023388
1858,388,2023,12/31/2022,2,12312022388
1859,388,2023,09/30/2022,1,9302022388
1860,389,2024,12/31/2023,2,12312023389
1861,389,2024,09/30/2023,1,9302023389
1862,389,2023,06/30/2023,4,6302023389
1863,389,2023,03/31/2023,3,3312023389
1864,389,2023,12/31/2022,2,12312022389
1865,389,2023,09/30/2022,1,9302022389
1866,391,2024,12/31/2023,2,12312023391
1867,391,2024,09/30/2023,1,9302023391
1868,391,2023,06/30/2023,4,6302023391
1869,391,2023,03/31/2023,3,3312023391
1870,391,2023,12/31/2022,2,12312022391
1871,391,2023,09/30/2022,1,9302022391
1872,394,2024,12/31/2023,2,12312023394
1873,394,2024,09/30/2023,1,9302023394
1874,394,2023,06/30/2023,4,6302023394
1875,394,2023,03/31/2023,3,3312023394
1876,394,2023,12/31/2022,2,12312022394
1877,394,2023,09/30/2022,1,9302022394
1878,395,2024,12/31/2023,2,12312023395
1879,395,2024,09/30/2023,1,9302023395
1880,395,2023,06/30/2023,4,6302023395
1881,395,2023,03/31/2023,3,3312023395
1882,395,2023,12/31/2022,2,12312022395
1883,395,2023,09/30/2022,1,9302022395
1884,396,2024,12/31/2023,2,12312023396
1885,396,2024,09/30/2023,1,9302023396
1886,396,2023,06/30/2023,4,6302023396
1887,396,2023,03/31/2023,3,3312023396
1888,396,2023,12/31/2022,2,12312022396
1889,396,2023,09/30/2022,1,9302022396
1890,397,2024,12/31/2023,2,12312023397
1891,397,2024,09/30/2023,1,9302023397
1892,397,2023,06/30/2023,4,6302023397
1893,397,2023,03/31/2023,3,3312023397
1894,397,2023,12/31/2022,2,12312022397
1895,397,2023,09/30/2022,1,9302022397
1896,398,2024,12/31/2023,2,12312023398
1897,398,2024,09/30/2023,1,9302023398
1898,398,2023,06/30/2023,4,6302023398
1899,398,2023,03/31/2023,3,3312023398
1900,398,2023,12/31/2022,2,12312022398
1901,398,2023,09/30/2022,1,9302022398
1902,401,2024,12/31/2023,2,12312023401
1903,401,2024,09/30/2023,1,9302023401
1904,401,2023,06/30/2023,4,6302023401
1905,401,2023,03/31/2023,3,3312023401
1906,401,2023,12/31/2022,2,12312022401
1907,401,2023,09/30/2022,1,9302022401
1908,402,2024,12/31/2023,2,12312023402
1909,402,2024,09/30/2023,1,9302023402
1910,402,2023,06/30/2023,4,6302023402
1911,402,2023,03/31/2023,3,3312023402
1912,402,2023,12/31/2022,2,12312022402
1913,402,2023,09/30/2022,1,9302022402
1914,404,2024,12/31/2023,2,12312023404
1915,404,2024,09/30/2023,1,9302023404
1916,404,2023,06/30/2023,4,6302023404
1917,404,2023,03/31/2023,3,3312023404
1918,404,2023,12/31/2022,2,12312022404
1919,404,2023,09/30/2022,1,9302022404
1920,405,2024,12/31/2023,2,12312023405
1921,405,2024,09/30/2023,1,9302023405
1922,405,2023,06/30/2023,4,6302023405
1923,405,2023,03/31/2023,3,3312023405
1924,405,2023,12/31/2022,2,12312022405
1925,405,2023,09/30/2022,1,9302022405
1926,406,2024,12/31/2023,2,12312023406
1927,406,2024,09/30/2023,1,9302023406
1928,406,2023,06/30/2023,4,6302023406
1929,406,2023,03/31/2023,3,3312023406
1930,406,2023,12/31/2022,2,12312022406
1931,406,2023,09/30/2022,1,9302022406
1932,407,2024,12/31/2023,2,12312023407
1933,407,2024,09/30/2023,1,9302023407
1934,407,2023,06/30/2023,4,6302023407
1935,407,2023,03/31/2023,3,3312023407
1936,407,2023,12/31/2022,2,12312022407
1937,407,2023,09/30/2022,1,9302022407
1938,410,2024,12/31/2023,2,12312023410
1939,410,2024,09/30/2023,1,9302023410
1940,410,2023,06/30/2023,4,6302023410
1941,410,2023,03/31/2023,3,3312023410
1942,410,2023,12/31/2022,2,12312022410
1943,410,2023,09/30/2022,1,9302022410
1944,412,2024,12/31/2023,2,12312023412
1945,412,2024,09/30/2023,1,9302023412
1946,412,2023,06/30/2023,4,6302023412
1947,412,2023,03/31/2023,3,3312023412
1948,412,2023,12/31/2022,2,12312022412
1949,412,2023,09/30/2022,1,9302022412
1950,414,2024,12/31/2023,2,12312023414
1951,414,2024,09/30/2023,1,9302023414
1952,414,2023,06/30/2023,4,6302023414
1953,414,2023,03/31/2023,3,3312023414
1954,414,2023,12/31/2022,2,12312022414
1955,414,2023,09/30/2022,1,9302022414
1956,415,2024,12/31/2023,2,12312023415
1957,415,2024,09/30/2023,1,9302023415
1958,415,2023,06/30/2023,4,6302023415
1959,415,2023,03/31/2023,3,3312023415
1960,415,2023,12/31/2022,2,12312022415
1961,415,2023,09/30/2022,1,9302022415
1962,417,2024,12/31/2023,2,12312023417
1963,417,2024,09/30/2023,1,9302023417
