YearlyIncome,LoanPurpose,CreditRating,RequestedLoanAmount
116037,Business,758,26831.670049
116478,Home,370,40224.820057
52164,Personal,517,48511.350077
112162,Car,599,1477.630008
60823,Business,739,25331.230027
146484,Personal,803,37164.260025
177372,Personal,726,6643.920016
190051,Business,673,26311.630073
183301,Business,742,9516.920066
113028,Education,587,28698.700013
58931,Education,407,4231.280079
31847,Education,695,37884.64002
91683,Business,363,61000.820093
21132,Home,491,22910.070008
187055,Home,346,56230.950042
45798,Personal,576,4423.090071
25857,Personal,367,49270.090058
199839,Business,816,9904.820011
138755,Business,412,24461.660005
89194,Personal,475,27441.23007
54464,Personal,668,41716.730095
157194,Car,482,1307.120099
122394,Business,730,23890.470037
164711,Education,738,42087.580094
144103,Business,788,56601.790064
31235,Business,634,44807.130092
103020,Education,831,25233.190091
174176,Home,637,38835.21
158532,Business,468,48703.160028
193320,Home,306,44274.310039
34977,Home,690,23050.730043
194589,Education,481,8174.200035
179796,Education,629,48886.460061
30345,Education,505,2620.010002
119781,Home,671,7274.790078
139835,Personal,813,48217.23003
180105,Education,486,26422.460095
155537,Home,601,12108.590032
78972,Personal,568,18835.000067
87971,Personal,817,40535.990066
62645,Car,574,34551.270036
32944,Education,393,38639.120033
127869,Education,737,50548.880027
196398,Car,396,61516.59001
193830,Car,401,20216.090029
98034,Business,748,64517.480001
108604,Education,737,31055.930021
196039,Car,643,19043.87007
89713,Home,407,39478.860052
136192,Education,620,58997.390049
120489,Personal,558,14188.750096
71467,Education,518,12632.900007
97246,Home,615,3046.270055
22552,Car,577,6678.02005
159658,Education,608,10744.560005
22183,Education,760,16921.090045
27222,Education,720,62697.340099
196410,Personal,336,42258.090095
159509,Car,594,26047.350083
87418,Car,454,24700.370074
21139,Business,766,4214.230094
29336,Business,612,61188.370006
124079,Business,660,10817.02008
42269,Personal,397,54794.450014
198131,Business,505,4734.270041
74088,Personal,327,29231.530011
97847,Business,622,38724.380066
189095,Education,611,22867.440025
105133,Home,470,42829.280011
129385,Business,681,58575.390012
79042,Education,628,20467.590023
90778,Car,741,7598.740048
116089,Business,742,4163.070038
60634,Car,397,55740.750027
129861,Car,464,12449.600038
172851,Personal,420,59909.590049
114677,Education,538,48004.100046
34779,Home,572,48140.50006
47151,Education,355,22841.860092
95431,Education,840,30783.120084
70277,Car,638,29977.490029
64570,Business,785,43494.250072
130034,Car,406,33442.990034
112920,Education,640,16008.890007
36817,Car,757,45753.430053
76204,Business,783,11047.200072
116723,Education,662,54960.690074
22538,Education,802,57897.630044
62879,Business,369,4308.00004
119057,Business,669,34964.750003
155257,Home,693,57386.120023
131088,Home,709,23178.61003
62673,Car,336,51465.340059
131593,Education,569,3745.340032
52627,Car,724,43975.920098
134189,Personal,725,54683.620064
114288,Home,743,38212.860021
47520,Car,609,14666.160086
102805,Education,565,32078.960095
110556,Education,765,19380.620078
125339,Home,660,23195.660098
32155,Car,666,27650.100009
159972,Business,326,4700.160056
25429,Business,742,24525.600081
34677,Business,300,42006.590094
76713,Education,673,62185.820046
111891,Home,432,61171.320054
185127,Home,793,30523.100057
124462,Home,781,64231.880052
106808,Personal,329,45190.77
148075,Education,821,41145.540007
194717,Car,846,48652.01006
45273,Business,403,5113.640025
73432,Home,582,64069.900067
178417,Education,443,48323.790099
106280,Home,692,49670.780031
197491,Education,455,62236.980086
182733,Personal,755,45672.440005
88857,Education,517,57019.530007
123842,Education,676,15118.000046
125545,Personal,405,10245.830063
128787,Education,551,2560.330055
34674,Car,519,49811.450002
144408,Personal,403,16882.720019
75267,Education,437,13054.890085
95174,Education,754,22893.020002
109600,Car,501,33707.280077
175803,Education,844,16345.640055
29856,Education,314,21158.130091
164284,Personal,637,3340.390011
74138,Education,758,13545.100027
140188,Education,781,3020.690097
172099,Education,797,8007.960084
30416,Personal,413,56149.960072
126073,Car,703,15241.62006
33620,Business,379,36034.670056
26952,Education,778,6008.790063
152372,Home,741,30778.860083
177430,Business,517,41085.870029
129973,Car,773,23489.780078
56912,Home,334,29453.180025
101334,Home,819,26951.030046
77726,Home,544,46188.220009
199089,Home,376,35173.620068
195707,Personal,658,55932.560011
153606,Business,588,62735.700008
30359,Business,456,15352.450094
85116,Business,608,63788.570052
27952,Business,580,36431.090051
140103,Education,516,29674.84006
153631,Education,684,55689.590002
160705,Personal,798,7023.290021
128416,Personal,474,41252.110017
58082,Personal,626,43792.630089
161414,Home,405,29427.610033
120528,Business,796,36290.420051
99832,Personal,605,53694.690046
154098,Car,327,12496.490096
172258,Personal,513,4487.030052
112588,Car,582,28720.01002
47566,Home,667,29836.820016
37383,Home,680,46891.550023
127807,Car,804,32223.890048
32234,Education,524,10096.640001
159479,Personal,439,8672.920007
167425,Business,624,46303.310065
186548,Personal,558,33950.250042
30352,Education,570,20514.480031
48661,Business,803,23135.980033
86461,Home,774,14320.890006
41416,Personal,764,33153.140019
107747,Home,756,25962.100086
196126,Personal,646,23881.940099
44092,Education,335,39559.850026
123854,Car,445,19235.690058
29737,Business,705,60225.020084
122881,Education,346,14180.230025
126115,Business,416,56823.450011
198996,Car,637,55190.870016
72737,Education,789,64845.700056
29951,Car,776,41972.490074
175149,Home,490,23404.530008
75644,Business,780,2023.240002
167105,Home,342,7543.330072
193472,Business,307,61273.620006
160677,Education,336,36827.510058
138970,Home,723,15548.530041
30193,Business,529,13080.470066
66795,Business,606,59291.510009
194871,Home,372,34171.900052
45429,Car,627,7556.120012
156782,Home,407,59683.670079
23941,Home,510,17547.690023
69162,Home,563,32705.56009
122892,Business,606,23613.400076
155674,Education,732,38988.660099
186788,Personal,745,55813.21008
85476,Car,487,41111.440053
35833,Car,736,6550.140071
50143,Home,582,29738.780094
164710,Car,494,27752.400055
198235,Personal,820,24453.130063
76084,Home,665,40356.960048
192224,Car,407,64820.12006
132987,Business,363,43835.260023
142441,Business,477,30569.990095
94765,Education,331,35894.0001
156171,Personal,358,46627.270044
155310,Education,606,52172.940024
46863,Business,676,7321.670082
180208,Education,681,12918.490026
54295,Education,600,7837.450032
50551,Education,579,63562.650017
136486,Education,348,22713.990005
177306,Home,639,35041.480022
95852,Car,403,31136.92005
106111,Home,644,30015.850043
142875,Personal,743,10940.640005
53010,Home,301,37466.900065
63727,Home,441,36550.440049
43026,Education,449,40429.420045
171668,Personal,523,46968.28005
145033,Business,764,16618.44005
140944,Car,388,36976.700002
181143,Personal,407,53302.530036
162185,Car,477,3378.75004
152686,Education,366,21580.130016
99352,Home,598,5970.420074
62122,Education,690,25224.670024
53873,Personal,830,41887.240079
85040,Business,727,21111.240032
133425,Personal,537,2705.260043
134075,Business,398,50591.500091
193019,Personal,655,11695.120085
141359,Education,455,57288.080056
36145,Personal,434,17364.400093
65220,Personal,370,60796.210035
147984,Car,762,40199.240081
113297,Personal,794,13843.480055
104058,Education,771,44602.530071
79202,Education,713,4094.870074
128786,Education,366,2291.790005
192792,Car,811,54679.350088
80190,Car,710,38984.400055
70806,Education,511,32249.460019
129372,Personal,788,19316.68004
101952,Business,386,35595.620066
64627,Home,816,18852.050063
199059,Personal,535,58507.180024
29443,Business,755,30655.240082
85010,Personal,598,36260.58007
20273,Education,800,63886.610024
68712,Business,537,14406.140058
45556,Education,525,43379.160075
65893,Car,589,62083.520037
189823,Business,773,48779.890078
147466,Business,621,14674.690084
172817,Education,641,22134.270075
162416,Home,458,20544.310078
92463,Personal,338,58988.86002
180876,Business,451,32415.700058
49999,Car,838,64717.8201
71575,Business,486,42658.770077
54934,Education,422,63635.110019
79446,Education,618,57454.32001
105489,Car,788,32697.040021
131607,Education,758,33852.210005
21727,Education,346,53353.680039
140637,Education,334,5923.54007
68716,Car,782,64892.590079
31602,Personal,337,30702.130013
182702,Business,300,6179.290016
167616,Personal,606,20207.570001
83092,Personal,626,31085.770012
59174,Education,410,44142.160009
129242,Education,803,53430.41006
51304,Home,388,63046.870085
161089,Business,784,26136.870046
119242,Education,620,52705.760099
34894,Business,613,37829.230046
58452,Personal,507,60382.740083
172337,Business,507,24146.230024
189271,Home,535,59398.070029
106576,Car,486,47620.460043
51005,Education,801,3847.640015
124587,Personal,505,58699.00003
30522,Home,507,31772.050057
105577,Personal,726,26563.130007
28345,Car,345,3749.600021
59558,Business,535,60152.56004
105440,Business,464,17070.280043
86169,Business,304,19222.900015
192709,Personal,614,62164.510015
53083,Personal,604,62850.790036
158789,Personal,380,27113.0101
113949,Personal,500,36524.870062
91308,Education,738,4363.420058
74651,Car,732,13191.300004
130856,Home,348,27066.120092
83249,Business,363,46247.900014
125905,Education,824,14661.900019
180833,Education,633,56132.910082
84193,Personal,726,39018.500051
134164,Education,304,44981.900053
53427,Education,342,33408.890067
59578,Home,722,18860.580058
114764,Education,583,34487.34003
114734,Personal,717,57518.260009
113361,Car,761,54001.600005
69878,Home,633,21575.870054
187319,Business,639,36529.13008
146284,Business,452,26874.300033
147570,Home,383,13395.900005
143738,Car,846,20731.870033
44487,Car,724,42083.32002
182612,Car,785,5258.570092
77342,Personal,482,31409.730046
113481,Business,438,58613.750073
172435,Home,432,62876.370023
57880,Home,542,31899.930067
99771,Education,632,46631.530017
183567,Business,835,28327.850051
110698,Education,350,34206.000092
40795,Business,472,27654.360046
103865,Car,617,40250.390008
20344,Home,692,35348.38004
82751,Personal,357,61951.380081
141841,Education,569,24555.440046
118679,Car,526,56806.40004
98564,Home,849,33003.940095
127171,Education,760,1677.970067
48429,Business,432,43076.510091
83989,Car,342,14163.180068
159851,Business,469,45450.790084
30345,Car,801,7628.580082
163526,Personal,361,38413.210095
45710,Education,706,63238.69004
30819,Education,347,3123.000035
140786,Education,836,10906.540071
189505,Business,664,4900.510062
195952,Personal,478,39564.110046
176595,Personal,839,1656.660024
122989,Education,366,57577.930017
138502,Business,488,49517.32002
182030,Car,340,44674.990032
173636,Car,317,8421.430037
134720,Car,792,13805.12008
88442,Education,649,40497.630063
90986,Home,303,30685.08004
32595,Personal,614,58656.380086
57850,Education,484,13302.130007
106286,Business,453,16869.940034
85258,Car,615,31392.670028
155019,Home,316,4798.20001
168673,Education,695,24333.780031
122171,Car,809,14657.64005
39691,Business,338,42343.340023
106964,Car,524,21571.600039
81945,Personal,808,21064.350042
143940,Home,332,2475.080043
101694,Education,439,18643.190073
140144,Car,416,47006.640079
137374,Business,783,14602.220083
192231,Home,502,20288.560089
75052,Car,751,10488.800024
58309,Personal,581,10054.010051
61557,Education,400,30246.030091
127027,Home,823,45280.280019
118999,Business,639,42228.250078
191555,Home,581,39005.710022
179525,Car,776,51563.380076
122578,Education,720,32411.440049
117996,Home,722,64628.300051
150109,Personal,400,21192.230043
153886,Business,829,7257.730005
104816,Car,758,20591.200031
125004,Personal,801,16209.230072
85709,Education,443,25906.690042
105854,Home,438,2219.320009
154734,Business,405,60301.750023
88852,Car,331,27334.660053
137984,Home,836,44875.330052
115980,Car,380,18707.13
109848,Home,522,62825.22009
34066,Business,556,39368.030011
158978,Home,359,32454.070053
156544,Business,404,37424.28008
148531,Personal,709,60399.790007
160527,Car,619,38370.580016
156712,Home,622,14487.130002
176207,Business,324,12223.680063
132321,Education,673,51525.020029
67409,Personal,759,55425.310055
110290,Car,410,45318.650005
137882,Education,441,6140.930032
72160,Education,731,59317.080045
25774,Home,788,44342.510013
23494,Education,771,3638.770006
156036,Car,394,14286.79002
185613,Personal,354,52697.240092
176489,Car,732,32901.640014
62361,Personal,340,40783.22007
132293,Business,793,12641.420025
109539,Personal,466,52765.440096
27088,Car,499,58289.790078
195287,Education,711,43191.60001
73709,Education,416,6797.370042
28781,Business,361,41793.460089
177913,Personal,423,34252.890023
143273,Education,631,50288.860041
55553,Business,323,58183.230004
106773,Education,616,7790.560069
129299,Car,720,63102.290098
45734,Personal,388,14397.620037
174527,Personal,753,23766.850091
198677,Car,515,3344.650067
34802,Business,574,31354.310069
116788,Business,841,50421.00009
48028,Car,762,60190.92001
29386,Business,737,1123.83002
167880,Car,684,5561.210011
144669,Personal,475,17713.940067
129790,Home,414,29163.330052
55073,Car,749,24581.010029
85346,Personal,613,29478.760056
58687,Business,839,24022.610039
87330,Education,711,37850.540028
180278,Personal,468,35459.210014
151251,Car,663,41968.230021
163158,Home,436,61606.110012
193735,Home,341,2875.760082
119111,Business,793,61086.070097
87099,Car,339,23472.73003
183041,Personal,845,8945.730066
34672,Car,704,45523.250085
177911,Business,688,54901.010076
114514,Home,412,12547.640012
179645,Car,538,55024.630009
79671,Education,320,23711.440058
175835,Home,620,30668.030068
185972,Education,637,50148.190084
134539,Personal,839,59666.620001
190017,Education,738,51721.100007
134534,Car,743,39909.380096
51089,Car,447,18110.360039
62483,Car,675,58238.64008
24903,Business,772,3289.240077
120682,Education,367,49035.650067
198950,Personal,733,3506.630024
88197,Business,470,51912.920013
115417,Car,349,38161.710085
122981,Car,722,54005.860089
160261,Personal,365,49734.720019
128854,Car,840,37496.740083
179238,Business,566,28566.560081
109917,Car,613,51060.390044
21706,Business,750,60591.600033
107232,Car,652,9180.180089
54523,Education,724,57462.84007
46310,Education,818,35570.040049
90766,Home,425,61772.350082
53126,Personal,580,9154.600031
67745,Education,363,38762.740021
95303,Personal,473,38140.400081
146866,Car,642,5842.550022
191923,Business,744,51797.820091
133297,Home,788,46848.930065
115906,Business,381,6626.870073
113255,Home,652,19632.110016
162815,Home,638,36448.140061
197026,Home,384,49845.550042
94514,Personal,526,37897.430058
110093,Personal,328,32236.670019
145687,Personal,608,26929.710045
138426,Education,714,62036.630013
45740,Car,803,12100.070005
87582,Personal,731,29009.870039
87444,Personal,572,10275.670086
184171,Car,806,16379.740018
46523,Car,733,28417.370059
86900,Car,369,35092.630027
25668,Education,682,17074.540016
163082,Education,585,22654.310024
171785,Education,616,36281.900052
133622,Home,622,20753.180031
197348,Business,778,38336.480023
187654,Personal,328,2036.030094
142794,Business,782,38575.190085
191550,Business,647,36908.500025
139873,Education,453,33417.420058
101564,Home,467,51955.540013
74716,Home,384,8971.310016
153813,Education,794,41149.81006
50248,Personal,376,64402.380042
113102,Personal,305,11759.060013
118439,Home,384,43110.610006
163057,Business,441,8770.960021
55400,Car,802,11285.910069
166024,Business,757,36149.760041
125312,Personal,534,29303.990059
23032,Car,444,23123.200036
52236,Personal,324,43869.360052
137082,Car,492,20471.85009
194455,Personal,442,34866.71009
162620,Car,671,53579.600088
47985,Business,723,28255.390041
95588,Car,837,10041.220008
38630,Car,691,17121.43009
198247,Education,644,22159.85002
125509,Education,307,12986.690072
51259,Business,356,3135.780097
69789,Personal,678,60028.940013
85726,Home,600,43732.950091
42728,Business,610,19274.050055
150729,Car,788,44453.34003
91018,Personal,453,39244.420007
178769,Home,737,1984.880089
100294,Business,729,38357.790067
90109,Personal,747,49828.500002
31867,Business,347,12696.830023
34499,Home,447,54589.840013
183320,Education,593,26592.970017
26727,Car,586,25386.650009
67163,Business,841,44576.950068
130416,Car,339,24811.19007
26136,Business,795,55715.170042
126656,Education,560,55237.760008
39389,Business,475,38178.76005
195014,Personal,554,5821.230037
66567,Education,666,45365.540015
102083,Business,435,8285.030064
141756,Car,570,32769.500054
28934,Education,557,14453.030043
36370,Business,380,41431.140061
114555,Home,808,46499.390022
163544,Business,447,62454.370061
36685,Personal,756,27611.730092
109007,Home,835,31294.630026
101302,Personal,559,41354.410081
46706,Education,789,12611.580078
61631,Home,396,32748.190071
105392,Car,780,34657.840044
158302,Education,407,62658.970024
87786,Business,552,49700.620094
23620,Car,428,35292.970004
99475,Personal,523,39990.370073
187188,Education,835,41090.130056
100744,Personal,734,50382.640089
116603,Car,489,48660.540064
186799,Education,353,60570.290077
125946,Education,543,56167.010029
105996,Education,477,43575.240056
51663,Car,320,26818.890085
180113,Home,315,44095.280051
105053,Business,474,52884.790036
149335,Home,674,11882.670035
36626,Car,819,32726.870064
134021,Car,464,29862.400088
25790,Home,540,61964.17007
135700,Education,626,57701.550009
154628,Car,413,28502.620055
163489,Education,301,45169.450063
65186,Personal,470,63179.010078
150647,Car,489,12283.360005
48905,Personal,590,56908.700044
87606,Car,302,20139.360035
102812,Education,715,9798.250051
39090,Home,797,20812.860074
198556,Education,448,61039.180097
60398,Education,417,56252.2601
156457,Business,606,64709.290035
185961,Car,650,58554.070071
91467,Education,640,31980.920008
134200,Education,469,18805.170087
73578,Car,702,54231.780021
195419,Personal,837,55195.130017
33911,Home,836,51921.440086
64608,Personal,321,5203.150008
61501,Education,762,44368.080014
53705,Business,656,24372.140081
37808,Home,344,51073.180081
153596,Car,535,21460.780078
20294,Education,809,42070.530011
168058,Home,646,16622.710005
195047,Business,351,59854.17008
158296,Education,712,30625.400023
100202,Car,757,20864.010055
166031,Business,395,28353.43002
95808,Car,535,14440.250063
185304,Business,515,54483.270026
175204,Education,486,48119.190013
138137,Education,652,21528.980051
180837,Car,741,26456.560083
141607,Education,752,13540.830004
181876,Car,784,6724.910026
43647,Home,390,6942.300007
27182,Car,781,42245.300016
177166,Personal,844,60122.720026
198062,Car,443,40463.530033
121608,Business,563,60109.930072
122172,Personal,832,62198.610009
157198,Personal,706,39483.120038
51247,Car,484,27211.050051
177141,Education,729,7031.820027
127832,Car,644,10629.470052
71320,Personal,342,64713.560014
152060,Personal,593,46755.150085
160756,Car,357,27100.220005
185982,Business,309,10441.910002
35537,Business,593,24896.450066
154987,Personal,612,26605.760016
135927,Business,490,24103.600032
156851,Education,766,22061.810076
20786,Business,349,16460.730025
35395,Business,429,14474.350082
42226,Personal,503,19201.590006
184315,Personal,680,2986.590058
152778,Business,598,8489.630098
31633,Personal,359,52164.410065
154757,Education,739,39474.600031
148060,Home,313,28208.50006
170479,Home,477,17334.560022
34309,Car,506,2624.270081
38133,Education,789,50399.690041
179413,Car,704,6703.590065
123531,Home,534,62982.930087
58235,Business,647,12590.270065
136707,Business,414,41981.020025
28721,Personal,779,57816.640049
115724,Education,639,58754.420058
25688,Home,355,42377.440035
164027,Home,535,27961.270055
142469,Business,635,40335.650093
69150,Home,470,42790.91002
122893,Business,674,9086.400056
69966,Business,385,20881.06006
69482,Business,331,42317.760097
151211,Education,612,34129.280072
86413,Business,464,31234.960009
163273,Personal,436,27530.740071
29136,Car,792,40003.160041
192637,Car,783,54074.060069
21677,Business,324,31009.040045
117490,Car,801,37726.920011
31152,Home,527,41699.680011
91975,Car,306,60830.310024
102102,Personal,357,57735.650093
145116,Business,552,45016.000003
123624,Education,551,48536.920085
40252,Education,842,18029.370075
145447,Personal,666,29534.170022
85878,Home,501,5403.500004
172938,Education,654,10476.01007
134997,Education,822,50416.740047
96665,Car,762,59841.380001
162825,Home,710,17181.110074
78856,Business,438,47616.200078
89771,Personal,746,45698.020024
150139,Home,697,19457.350098
169188,Car,741,55629.920006
44843,Home,436,36401.250071
136993,Car,494,61682.830089
49888,Home,697,57215.610085
48672,Car,426,25442.060035
27251,Car,301,13447.060085
42788,Personal,574,24823.980043
31725,Business,765,52207.040096
118142,Personal,700,27978.320095
183766,Business,576,7470.870001
124419,Education,416,64265.980034
182227,Education,824,58976.070005
69986,Education,489,54726.240048
146447,Business,817,10659.300044
199481,Home,499,20105.260058
82409,Personal,723,19082.240033
199920,Business,587,55310.220092
43268,Personal,774,54632.47001
56542,Home,699,4819.52004
153996,Education,307,7364.300024
123209,Business,430,52194.250087
154205,Education,499,42177.10002
86833,Personal,767,37313.450096
180495,Car,415,13515.260054
76621,Education,475,59768.920026
131889,Business,474,5825.500026
188613,Business,344,4128.970081
31196,Home,677,14158.91007
111577,Personal,652,32117.320049
118459,Home,386,20569.890067
124176,Car,323,12927.020059
130671,Personal,479,33413.160018
136891,Home,333,4414.57007
100085,Education,840,27577.630055
95457,Business,567,4141.760036
64248,Education,752,38046.620022
114678,Personal,739,10578.310086
120431,Personal,396,1771.750094
114228,Business,430,6017.310063
135571,Personal,652,4380.470015
157832,Education,319,52275.240075
42958,Personal,525,1857.000089
148860,Personal,336,44657.940027
40139,Car,631,33728.590058
112300,Education,751,3348.910052
194840,Personal,528,15245.880065
142910,Personal,719,40284.50004
180386,Business,600,32833.440038
40887,Education,381,38093.510057
198098,Education,563,57612.040042
35355,Education,782,53660.590085
107912,Education,343,33123.30005
199667,Business,637,1294.330014
138432,Personal,754,21098.450026
97796,Personal,454,23238.290039
36656,Business,387,52143.1
22072,Education,496,22466.75006
84385,Home,674,59811.550088
148527,Business,763,11976.450032
131809,Business,400,44666.470021
118851,Home,742,63038.350013
138520,Business,411,3664.350037
89420,Personal,312,27535.010019
89160,Car,309,4367.68004
81510,Car,746,15216.040017
118717,Business,717,62569.460042
88302,Car,647,26622.810063
75434,Business,383,47790.960074
60844,Home,573,36537.650079
177879,Personal,600,56951.330055
20959,Business,769,45877.050076
144042,Personal,663,38080.720096
58132,Car,825,3208.250003
129251,Education,440,3050.530097
199066,Education,367,20092.480042
119401,Home,624,53345.16006
62735,Business,794,38600.760058
130366,Personal,828,30420.800042
57277,Car,733,5416.280012
43468,Education,341,52837.900039
164454,Business,413,12087.280028
168016,Home,663,7466.60002
176651,Home,303,27402.860064
83422,Education,745,47322.080009
30964,Personal,441,31861.560087
145921,Business,468,25535.840078
62438,Education,496,61341.830017
49924,Home,736,55987.980087
190352,Home,406,36119.92007
176280,Home,592,37398.700014
96536,Home,715,24546.910058
55711,Education,594,7244.950011
101835,Car,500,34751.620024
129605,Personal,662,8988.360021
33385,Education,847,53809.780076
199778,Personal,754,31742.210079
91240,Business,456,43946.080064
110066,Home,558,32338.980094
86936,Home,656,20719.080069
27734,Car,690,56371.610001
75487,Home,761,21550.290089
195722,Home,698,1950.780066
31317,Car,537,54969.210054
169464,Business,407,39385.080072
128838,Business,615,11567.240013
110001,Personal,772,19120.600058
69961,Personal,659,49781.610054
98556,Personal,447,59568.580083
140203,Home,422,54568.530039
90671,Car,355,28664.600038
164384,Business,436,41166.860092
182277,Education,847,42432.850027
175847,Education,411,25096.790074
26460,Car,509,59189.200052
105968,Home,775,47074.840029
172521,Home,652,35335.600096
176566,Car,812,59764.660028
129516,Business,337,13293.600085
186868,Business,356,8161.41004
117385,Home,799,26844.46004
114218,Car,633,4853.620003
154695,Car,708,54244.570023
187164,Car,475,61934.330022
192984,Home,480,10799.970022
138828,Personal,365,38562.400012
22712,Business,781,37194.100023
87258,Business,829,39393.610063
160713,Car,667,59751.8701
186243,Education,848,54820.02002
140744,Business,528,48208.700037
145080,Personal,435,29879.450064
163911,Business,353,51499.440098
41427,Personal,503,31946.820004
67999,Business,693,12010.550012
172442,Education,315,34969.010027
26661,Car,440,61670.05001
79757,Personal,497,50280.330012
75132,Business,490,64057.110046
121456,Business,343,42701.400037
163465,Personal,360,40872.740035
181084,Business,515,23408.790086
40196,Car,594,3915.840026
60146,Home,492,60574.55009
137031,Education,655,14478.610029
179146,Personal,540,47343.390037
118266,Car,475,13745.44005
73388,Home,385,21933.930074
60612,Business,393,9035.250064
91910,Home,834,46644.320059
95978,Personal,607,9282.480006
88004,Personal,534,15062.590065
104895,Business,530,16077.090023
66181,Home,519,26477.880029
96160,Home,467,16908.30006
185566,Business,622,3101.680046
165935,Business,427,25344.020066
156409,Education,468,6047.150034
57382,Personal,665,6874.100087
127651,Business,610,22385.76002
66815,Education,704,3681.400046
74472,Business,670,21294.530046
111524,Business,398,45071.410025
70487,Personal,704,49815.710086
93686,Home,373,57053.630061
68345,Education,767,18830.74004
126113,Home,402,49235.990095
136271,Business,404,38430.260077
65285,Business,835,13319.180041
189136,Business,595,20361.020009
177353,Business,443,46584.640007
120210,Education,742,29448.920081
68732,Business,778,28519.670032
174033,Personal,542,6835.740072
99132,Education,590,12262.05007
56132,Personal,583,61559.220081
170880,Home,812,24892.180013
35288,Education,419,58805.570009
45394,Home,445,25437.800082
188836,Home,539,31720.900093
159361,Personal,539,23587.820047
109971,Car,620,45135.350069
164711,Business,320,13536.570095
165116,Personal,526,44649.420033
87551,Education,725,56375.880046
136049,Personal,835,26499.190058
106490,Business,741,20339.710056
49008,Personal,727,44146.430075
157882,Education,721,33703.010034
107395,Car,806,33438.730062
124058,Personal,837,52215.560089
184456,Education,747,43012.570057
86706,Car,359,48818.260025
198100,Home,306,63174.750042
67248,Car,773,29491.550023
120468,Business,315,24150.490068
133592,Home,751,23459.940029
93878,Business,468,45953.780077
80536,Personal,719,63724.630055
135420,Education,334,8617.510066
72719,Home,807,31345.79008
86889,Car,647,3118.730046
113401,Education,557,42607.62002
78862,Home,713,38421.730097
82931,Home,688,9700.210023
97833,Home,557,18238.240029
194001,Car,632,13361.800028
47764,Personal,759,37492.480077
46895,Business,802,42799.440068
193141,Home,536,42974.210012
30619,Personal,512,51729.620069
188745,Education,617,12321.720005
187245,Home,632,44986.160048
79126,Personal,653,37304.930032
27301,Home,426,9670.380057
56374,Personal,349,22705.460012
43059,Business,546,4478.510092
32089,Home,787,31853.040047
149000,Business,415,27782.240083
184806,Home,808,61810.710083
154027,Car,342,5612.360095
68115,Education,645,10501.59003
173833,Education,499,50800.370016
70693,Business,340,59462.010079
119768,Personal,631,48698.900067
106164,Education,559,14913.400051
129936,Business,696,25092.530058
126519,Personal,822,17475.230037
73314,Education,484,13528.050078
119036,Car,656,52403.120081
175395,Personal,384,31192.330034
184681,Education,789,17709.670035
36441,Personal,345,52999.880081
90103,Personal,788,2313.100098
22778,Home,705,18302.180082
101723,Home,399,61853.340036
155915,Car,687,13796.590087
48551,Business,488,41682.630035
119790,Business,743,6260.280023
121959,Home,398,10872.43007
97529,Car,400,51196.800022
150974,Car,588,44785.820045
34290,Personal,716,59180.680072
196419,Car,694,19431.770094
116403,Car,674,64419.440061
182466,Car,627,28592.140066
186988,Personal,835,64496.160079
189114,Education,599,32982.630054
111793,Business,433,56324.720006
180250,Personal,821,17632.950084
73507,Education,346,16217.760067
101180,Car,469,24252.790021
119248,Personal,359,35207.72008
80112,Personal,410,56299.15005
36019,Car,714,51550.590053
88958,Education,741,19214.380065
45197,Personal,838,37377.390002
182887,Personal,665,18430.060013
47063,Business,456,29414.820075
95018,Home,607,52914.630004
134250,Car,652,3519.420013
162464,Business,492,15356.710064
144439,Business,661,12394.190064
69653,Education,325,24521.340078
142897,Home,325,64624.040054
125732,Car,692,56000.770089
76519,Business,779,11221.970035
80297,Car,775,24482.97005
196740,Education,442,10262.880069
20392,Home,363,60996.550035
79870,Personal,811,35685.130068
123882,Personal,611,40800.270039
22239,Business,620,61132.960078
191466,Personal,834,39568.380003
189621,Business,302,54295.720081
113565,Home,688,25194.830031
47251,Home,378,12837.500055
116998,Personal,397,33494.150086
54360,Car,436,28971.510096
30902,Personal,342,63647.900019
145942,Home,342,37057.690064
27590,Business,568,55958.140066
197513,Personal,561,60894.250091
108479,Car,805,25727.660096
143123,Education,541,26511.980096
187893,Car,581,26085.720036
66440,Car,505,41264.900038
169143,Home,386,49875.380034
166422,Home,761,10309.770021
94867,Education,603,48634.960094
34020,Personal,345,7291.84004
85115,Business,835,27027.750091
110834,Business,553,49325.510016
132924,Business,485,40015.950054
195966,Home,343,39056.860059
46450,Business,563,2807.560079
164521,Personal,369,10842.600009
126839,Personal,704,55583.03007
60909,Business,646,1741.910002
175109,Business,320,17875.910093
39241,Education,566,24909.230087
30012,Business,647,60114.190067
40262,Personal,627,37083.270027
110863,Home,327,8366.020006
67161,Personal,463,44555.640078
46392,Home,687,60821.790081
164087,Personal,315,52927.420011
164476,Car,651,4866.410042
99073,Car,573,15906.590066
128960,Home,577,36588.810081
42877,Personal,709,42479.740019
135367,Education,620,34248.630016
122266,Home,596,32539.320016
37550,Personal,345,56721.150067
117363,Personal,788,9879.240003
127198,Personal,593,34807.030077
183591,Personal,528,58860.980003
77118,Personal,652,34828.340034
32001,Education,750,43025.360008
118261,Business,573,46409.880094
102024,Home,465,31750.730017
55061,Personal,583,20949.260096
26934,Business,385,28860.680001
110077,Home,646,23216.970018
121053,Business,358,12291.890096
